epoch,train_loss,val_metric,lr,is_best
254,0.759848,1.024754,0.00000602,False
255,0.747095,1.049360,0.00000594,False
256,0.723691,1.035198,0.00000587,False
257,0.723794,0.974616,0.00000580,False
258,0.671489,1.015325,0.00000573,False
259,0.687558,0.989498,0.00000566,False
260,0.713087,1.060349,0.00000558,False
261,0.661707,1.006193,0.00000551,False
262,0.706766,1.015470,0.00000544,False
263,0.699628,1.080550,0.00000537,False
264,0.637247,0.990034,0.00000530,False
265,0.697913,1.033890,0.00000523,False
266,0.625428,1.035243,0.00000516,False
267,0.687449,0.991340,0.00000509,False
268,0.660063,1.044146,0.00000502,False
269,0.712317,1.056393,0.00000495,False
270,0.677246,1.058042,0.00000489,False
271,0.675372,1.051940,0.00000482,False
272,0.760392,1.094670,0.00000475,False
273,0.688757,1.010861,0.00000468,False
274,0.661222,0.991590,0.00000461,False
275,0.659029,1.028297,0.00000455,False
276,0.642051,1.019709,0.00000448,False
277,0.637149,0.979594,0.00000442,False
278,0.619797,1.002925,0.00000435,False
279,0.628250,1.033077,0.00000428,False
280,0.672375,0.992128,0.00000422,False
281,0.622415,0.986107,0.00000415,False
282,0.631050,0.994470,0.00000409,False
283,0.624002,1.008423,0.00000403,False
284,0.640012,0.976527,0.00000396,False
285,0.649916,1.010838,0.00000390,False
286,0.633576,0.982543,0.00000384,False
287,0.640076,1.007402,0.00000377,False
288,0.647385,1.019655,0.00000371,False
289,0.570479,0.999118,0.00000365,False
290,0.627549,0.998543,0.00000359,False
291,0.602055,1.012033,0.00000353,False
292,0.614601,0.983597,0.00000347,False
293,0.600340,0.972982,0.00000341,False
294,0.639835,1.055465,0.00000335,False
295,0.588641,1.001372,0.00000329,False
296,0.566864,0.969763,0.00000323,False
297,0.600891,1.007835,0.00000317,False
298,0.594692,0.982988,0.00000311,False
299,0.593503,0.959964,0.00000306,True
300,0.592889,0.988789,0.00000300,False
301,0.581608,0.995159,0.00000294,False
302,0.605679,1.004362,0.00000289,False
303,0.630150,0.987070,0.00000283,False
304,0.614304,0.979905,0.00000278,False
305,0.577278,0.980480,0.00000272,False
306,0.590032,0.990081,0.00000267,False
307,0.591315,0.961272,0.00000261,False
308,0.578983,0.967721,0.00000256,False
309,0.568336,0.999290,0.00000251,False
310,0.570814,0.966484,0.00000245,False
311,0.586784,0.970006,0.00000240,False
312,0.595048,1.020091,0.00000235,False
313,0.565065,0.993703,0.00000230,False
314,0.584899,1.008932,0.00000225,False
315,0.568708,0.978473,0.00000220,False
316,0.562374,0.988065,0.00000215,False
317,0.587594,0.990442,0.00000210,False
318,0.555086,0.964006,0.00000205,False
319,0.575339,0.983371,0.00000200,False
320,0.562072,0.975453,0.00000196,False
321,0.557695,1.006261,0.00000191,False
322,0.584447,0.978749,0.00000186,False
323,0.542016,0.977013,0.00000182,False
324,0.628674,0.992068,0.00000177,False
325,0.570404,1.006477,0.00000173,False
326,0.577722,0.975264,0.00000168,False
327,0.577404,0.982596,0.00000164,False
328,0.558167,0.951465,0.00000160,True
329,0.526867,0.948460,0.00000155,True
330,0.559881,0.971788,0.00000151,False
331,0.561844,0.964549,0.00000147,False
332,0.616869,0.975588,0.00000143,False
333,0.569614,0.957692,0.00000139,False
334,0.526500,0.954855,0.00000135,False
335,0.569628,0.963663,0.00000131,False
336,0.547893,0.960583,0.00000127,False
337,0.549882,0.957882,0.00000123,False
338,0.521776,0.955698,0.00000119,False
339,0.567560,0.957618,0.00000115,False
340,0.558328,0.951541,0.00000112,False
341,0.561190,0.961610,0.00000108,False
342,0.537252,0.983294,0.00000105,False
343,0.546160,0.966422,0.00000101,False
344,0.540895,0.958058,0.00000098,False
345,0.566622,0.958914,0.00000094,False
346,0.570320,0.943159,0.00000091,True
347,0.523939,0.940323,0.00000088,True
348,0.515215,0.945462,0.00000084,False
349,0.577091,0.953420,0.00000081,False
350,0.535159,0.948180,0.00000078,False
351,0.549724,0.957829,0.00000075,False
352,0.542135,0.956045,0.00000072,False
353,0.564391,0.953477,0.00000069,False
354,0.548167,0.947191,0.00000066,False
355,0.524091,0.961782,0.00000063,False
356,0.540185,0.951600,0.00000061,False
357,0.552395,0.940988,0.00000058,False
358,0.550682,0.941195,0.00000055,False
359,0.545718,0.936817,0.00000053,True
360,0.552415,0.957039,0.00000050,False
361,0.540311,0.949862,0.00000048,False
362,0.576943,0.940917,0.00000045,False
363,0.552979,0.954505,0.00000043,False
364,0.540550,0.946808,0.00000041,False
365,0.519382,0.947319,0.00000038,False
366,0.490897,0.940711,0.00000036,False
367,0.573405,0.958604,0.00000034,False
368,0.530523,0.949974,0.00000032,False
369,0.554415,0.950096,0.00000030,False
370,0.553068,0.949781,0.00000028,False
371,0.535531,0.950841,0.00000026,False
372,0.541141,0.945227,0.00000025,False
373,0.544910,0.947690,0.00000023,False
374,0.496216,0.947668,0.00000021,False
375,0.502790,0.946252,0.00000020,False
376,0.543195,0.950787,0.00000018,False
377,0.502957,0.951646,0.00000017,False
378,0.527166,0.953392,0.00000015,False
379,0.511805,0.953395,0.00000014,False
380,0.550174,0.952666,0.00000013,False
381,0.505033,0.953164,0.00000011,False
382,0.513227,0.948725,0.00000010,False
383,0.519353,0.954783,0.00000009,False
384,0.550071,0.954379,0.00000008,False
385,0.500115,0.951882,0.00000007,False
386,0.511846,0.953201,0.00000006,False
387,0.477437,0.954645,0.00000005,False
388,0.545956,0.955774,0.00000005,False
389,0.498948,0.957219,0.00000004,False
390,0.538345,0.955177,0.00000003,False
391,0.518498,0.953888,0.00000003,False
392,0.522005,0.952951,0.00000002,False
393,0.525776,0.952381,0.00000002,False
394,0.514695,0.952195,0.00000001,False
395,0.581117,0.952486,0.00000001,False
396,0.527466,0.952689,0.00000001,False
397,0.497609,0.952720,0.00000000,False
398,0.535070,0.952834,0.00000000,False
399,0.506397,0.952799,0.00000000,False
400,0.516486,0.952804,0.00000000,False
