epoch,train_loss,val_metric,lr,is_best
178,1.703834,1.274907,0.00000155,True
179,1.555523,1.302309,0.00000142,False
180,1.570854,1.323510,0.00000129,False
181,1.649189,1.302689,0.00000116,False
182,1.757542,1.299311,0.00000104,False
183,1.637027,1.292141,0.00000093,False
184,1.615621,1.298130,0.00000083,False
185,1.595230,1.301654,0.00000073,False
186,1.658215,1.303272,0.00000063,False
187,1.604329,1.296682,0.00000055,False
188,1.568399,1.299116,0.00000047,False
189,1.547306,1.305400,0.00000039,False
190,1.563981,1.313738,0.00000032,False
191,1.676800,1.308282,0.00000026,False
192,1.586881,1.310873,0.00000021,False
193,1.636681,1.310082,0.00000016,False
194,1.642447,1.310030,0.00000012,False
195,1.615638,1.309272,0.00000008,False
196,1.585000,1.308049,0.00000005,False
197,1.554681,1.307928,0.00000003,False
198,1.581893,1.307910,0.00000001,False
199,1.584128,1.307656,0.00000000,False
200,1.530555,1.307690,0.00000000,False
