epoch,train_loss,val_metric,lr,is_best
1,9.383062,2.008331,0.00000400,True
2,4.613811,2.069341,0.00000600,False
3,4.489371,1.940887,0.00000800,True
4,4.535057,2.042504,0.00001000,False
5,4.489857,1.941168,0.00001000,False
6,4.579229,1.937736,0.00001000,True
7,4.598030,1.924714,0.00001000,True
8,4.555773,1.981298,0.00001000,False
9,4.359390,1.994434,0.00001000,False
10,4.410782,1.922485,0.00000999,True
11,4.446295,1.919509,0.00000999,True
12,4.420311,1.899308,0.00000999,True
13,4.285900,1.866291,0.00000998,True
14,4.311906,1.851774,0.00000998,True
15,4.115637,1.715021,0.00000997,True
16,4.004569,1.633136,0.00000997,True
17,3.674355,1.685482,0.00000996,False
18,3.306941,1.514876,0.00000995,True
19,3.237663,1.665828,0.00000994,False
20,3.068153,1.446918,0.00000994,True
21,3.098936,1.464382,0.00000993,False
22,3.503542,1.842617,0.00000992,False
23,3.004663,1.446474,0.00000991,True
24,2.791308,1.498242,0.00000990,False
25,2.742561,1.481385,0.00000989,False
26,2.667099,1.666499,0.00000988,False
27,2.794315,1.763519,0.00000986,False
28,2.770605,1.600339,0.00000985,False
29,2.841254,1.488696,0.00000984,False
30,2.929112,1.793701,0.00000982,False
31,3.373042,1.437818,0.00000981,True
32,2.867538,1.467948,0.00000979,False
33,2.803620,1.491272,0.00000978,False
34,2.963574,1.509483,0.00000976,False
35,2.719624,1.470664,0.00000975,False
36,2.907999,1.447532,0.00000973,False
37,2.578572,1.589023,0.00000971,False
38,2.936703,1.422277,0.00000969,True
39,2.604891,1.433153,0.00000968,False
40,2.620372,1.473616,0.00000966,False
41,2.799091,1.423628,0.00000964,False
42,2.790227,1.481944,0.00000962,False
43,2.510983,1.495543,0.00000960,False
44,2.428130,1.701183,0.00000957,False
45,2.835140,1.440581,0.00000955,False
46,2.661133,1.475155,0.00000953,False
47,2.508233,1.428568,0.00000951,False
48,2.746016,1.460541,0.00000948,False
49,2.727510,1.457174,0.00000946,False
50,2.608538,1.497758,0.00000944,False
51,2.585048,1.529644,0.00000941,False
52,2.470222,1.516888,0.00000939,False
53,2.506352,1.506648,0.00000936,False
54,2.511194,1.547849,0.00000933,False
55,2.566102,1.477443,0.00000931,False
56,2.579093,1.453666,0.00000928,False
57,2.714799,1.513148,0.00000925,False
58,2.570003,1.435051,0.00000922,False
59,2.554504,1.496071,0.00000920,False
60,2.515982,1.431817,0.00000917,False
61,2.578944,1.465565,0.00000914,False
62,2.658697,1.441187,0.00000911,False
63,2.541173,1.452421,0.00000908,False
64,2.532153,1.439075,0.00000905,False
65,2.473900,1.407947,0.00000901,True
66,2.533691,1.403975,0.00000898,True
67,2.444058,1.413322,0.00000895,False
68,2.596855,1.521553,0.00000892,False
69,2.677368,1.431825,0.00000888,False
70,2.718786,1.431438,0.00000885,False
71,2.451819,1.421988,0.00000881,False
72,2.500773,1.398325,0.00000878,True
73,2.626726,1.404875,0.00000875,False
74,2.440197,1.450072,0.00000871,False
75,2.489493,1.394723,0.00000867,True
76,2.460212,1.400125,0.00000864,False
77,2.491507,1.422295,0.00000860,False
78,2.448718,1.403378,0.00000856,False
